tarih,baslik,ana_kategori,ikincil_kategoriler,cerceve,ton,muhatap,eylem_cagrisi
"23.04.2021","YETİM: CENÂB-I HAKK'IN İNSANLIĞA EMANETİ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"30.04.2021","İNFAK TOPLUMUN ŞİFASIDIR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"07.05.2021","KADİR GECESİ: BİN AYDAN HAYIRLI GECE","Kandiller, Muharrem ve Mübarek Geceler","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"13.05.2021","KUDÜS'ÜN ÖZGÜR OLDUĞU BAYRAMLARA","Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teselli; kınama","ümmet","ritüel"
"14.05.2021","VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"21.05.2021","ZULÜM CEZASIZ KALMAZ","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; maddi"
"28.05.2021","YÜCE ALLAH, MÜMİNLERİN YARDIMCISIDIR","Vatan, Millet ve Tarih","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"04.06.2021","İSLAM ZARARLI ALIŞKANLIKLARI YASAKLAR","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","birey","uyarı; teşvik","aileler","ahlaki"
"11.06.2021","AİLEMDE MERHAMET VE HUZUR VAR","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"18.06.2021","MÜSLÜMAN ŞAHSİYETİ","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"25.06.2021","KUR'AN'IN MANEVÎ İKLİMİYLE BULUŞALIM","Kur'an-ı Kerim","Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","katılım"
"02.07.2021","DÜĞÜNLERİMİZDE NEBEVÎ ÖLÇÜYE RİAYET EDELİM","Aile, Çocuk ve Nesil","","aile","uyarı; teşvik","aileler","ahlaki"
"09.07.2021","İHANETE KARŞI SADAKATE, CESARETE VE ŞEHADETE ŞAHİDİZ","Vatan, Millet ve Tarih","","cemaat-toplum","kınama; teşvik","millet","ahlaki"
"16.07.2021","KURBAN: TEVHİDİN SEMBOLÜ, İSLAM'IN ŞİARI","Ramazan, Oruç ve Bayramlar","İbadet ve Kulluk","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"20.07.2021","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","","cemaat-toplum","teşvik; teselli","ümmet","ritüel"
"23.07.2021","MÜSLÜMAN'IN MÜSLÜMAN ÜZERİNDEKİ HAKLARI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"30.07.2021","AFETLERE KARŞI SORUMLULUĞUMUZUN İDRAKİNDE OLALIM","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","uyarı; teselli","genel","ahlaki"
"06.08.2021","ZORLUKLAR BİRLİKTE AŞILIR","Afet, Kriz ve Sağlık","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teselli; teşvik","genel","ahlaki"
"13.08.2021","KERBELÂ'YI İBRET NAZARIYLA OKUYALIM","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","teselli; teşvik","ümmet","ritüel"
"20.08.2021","MÜSLÜMAN İŞİNİ SAĞLAM VE GÜZEL YAPAR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"27.08.2021","ALLAH'IN YARDIM ETTİĞİNE MAĞLUBİYET YOKTUR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ritüel"
"03.09.2021","ALLAH İLİM YOLCUSUNA CENNETİ KOLAYLAŞTIRIR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"10.09.2021","CUMA NAMAZI: HAFTALIK BULUŞMAMIZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"17.09.2021","TİCARET HAYATINDA HELAL HARAM BİLİNCİ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","bilgilendirme; teşvik","esnaf-işveren","ahlaki"
"24.09.2021","TAKVA: RABBİMİZİN RIZASINI DİRİ TUTMA BİLİNCİ","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"01.10.2021","MÜMİN CAMİYE VEFALIDIR","İbadet ve Kulluk","","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"08.10.2021","SONSUZ HAYAT AHİRET","İman, Tevhid ve Ahiret","","birey","teşvik; bilgilendirme","genel","ahlaki"
"15.10.2021","MÜBAREK GECE MEVLİD-İ NEBİ","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"22.10.2021","ONUN BİZE MİRASI, EŞSİZ VEFASI","Peygamberimiz ve Ashab","Aile, Çocuk ve Nesil","birey","teşvik; bilgilendirme","genel","ahlaki"
"29.10.2021","YAŞLILARIMIZA VEFA, RAHMET VE MAĞFİRET VESİLEMİZDİR","Aile, Çocuk ve Nesil","Vatan, Millet ve Tarih","aile","teşvik; bilgilendirme","aileler","ahlaki"
"05.11.2021","İNSAN İMANLA YÜCELİR","İman, Tevhid ve Ahiret","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"12.11.2021","İBADET: ALLAH İLE KUL ARASINDAKİ KUTLU BAĞ","İbadet ve Kulluk","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"19.11.2021","ŞİDDET İNSAN ONURUYLA ASLA BAĞDAŞMAZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","kınama; uyarı","genel","ahlaki"
"26.11.2021","MÜMİN FAYDASIZ SÖZLERDEN VE LÜZUMSUZ İŞLERDEN UZAK DURUR","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret","birey","teşvik; bilgilendirme","genel","ahlaki"
"03.12.2021","ENGELLERİ HEP BİRLİKTE VE SEVGİYLE AŞALIM","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"10.12.2021","MÜMİN CANA YAKINDIR","Sabır, Tevekkül ve Manevi Olgunluk","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"17.12.2021","MÜSLÜMAN, DİNÎ VE AHLAKİ DEĞERLERİYLE YAŞAR","Ahlak, Erdem ve Söz","Ekonomik Hayat: Kazanç, Zekat ve İsraf; Vatan, Millet ve Tarih","cemaat-toplum","uyarı; teşvik","genel","ahlaki"
"24.12.2021","AHİRET DAHA HAYIRLI VE SÜREKLİDİR","İman, Tevhid ve Ahiret","","birey","uyarı; teşvik","genel","ahlaki"
"31.12.2021","GEÇMİŞİMİZİ MUHASEBE EDELİM, GELECEĞİMİZE YÖN VERELİM","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
