tarih,baslik,ana_kategori,ikincil_kategoriler,cerceve,ton,muhatap,eylem_cagrisi
"11.08.2023","SILA-İ RAHİM: RAHMET VE BEREKET VESİLEMİZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","teşvik; uyarı","aileler","ahlaki"
"18.08.2023","AHİRET: EBEDİ YURDUMUZ","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"25.08.2023","ALLAH'IN YARDIMI AZİZ MİLLETİMİZLE BERABERDİR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"01.09.2023","SAKIN İNCİTME BİR CÂNI!","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"08.09.2023","İLİM YOLU, CENNET YOLUDUR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","birey","teşvik; bilgilendirme","genel","katılım; ahlaki"
"15.09.2023","AHÎLİK: DÜRÜSTLÜK VE MERHAMETİ TİCARETE HÂKİM KILMAK","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"22.09.2023","MEVLİD-İ NEBİ","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","birey","teşvik; bilgilendirme","genel","ahlaki; katılım"
"29.09.2023","PEYGAMBERİMİZ, İMAN VE İSTİKAMET","Ahlak, Erdem ve Söz","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"06.10.2023","CAMİLER  VE DİN GÖREVLİLERİ: HAYRIN ANAHTARI, ŞERRİN KİLİDİ","İbadet ve Kulluk","","cemaat-toplum","bilgilendirme; teşvik","genel","katılım"
"13.10.2023","ZULÜMLE ÂBÂD OLUNMAZ","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","kınama; teselli","ümmet","maddi; ritüel"
"20.10.2023","RAHMET VE SEKİNET MÜJDESİ: İNŞİRÂH SURESİ","İslam Coğrafyası ve Küresel Meseleler","Kur'an-ı Kerim","cemaat-toplum","teselli; kınama","ümmet","ritüel; ahlaki"
"27.10.2023","VATAN MİLLET SEVDASIYLA NİCE YÜZYILLARA","Vatan, Millet ve Tarih","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; kınama","millet","maddi; ahlaki"
"03.11.2023","ZULME RIZA GÖSTERMEK ZULÜMDÜR","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; ritüel"
"10.11.2023","AZİM VE GAYRET SAHİBİ BİR MÜMİN OLABİLMEK","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"17.11.2023","İMAN, İBADET VE AHLAK BÜTÜNLÜĞÜ","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret; İbadet ve Kulluk","birey","bilgilendirme; teşvik","genel","ahlaki"
"24.11.2023","İSLAM, ŞEFKAT VE MERHAMETİ EMREDER","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; Aile, Çocuk ve Nesil","cemaat-toplum","uyarı; teselli","genel","ahlaki"
"01.12.2023","İNSAN, ÖZÜ İTİBARİYLE DEĞERLİDİR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"08.12.2023","BİZ, TEK BİR ÜMMETİZ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; kınama","ümmet","ahlaki"
"15.12.2023","ADALET: HER HAK SAHİBİNE HAKKINI VERMEK","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; İman, Tevhid ve Ahiret","cemaat-toplum","bilgilendirme; kınama","genel","ahlaki"
"22.12.2023","MÜMİNLERİN EBEDİ YURDU: CENNET","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki; ritüel"
"29.12.2023","MUHASEBE BİLİNCİYLE BİR ÖMÜR GEÇİRMEK","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret; Vatan, Millet ve Tarih","birey","uyarı; teşvik","genel","ahlaki"
"21.04.2023","HAYATI RAMAZAN BİLİNCİYLE YAŞAMAK","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ahlaki; ritüel"
