tarih,baslik,ana_kategori,ikincil_kategoriler,cerceve,ton,muhatap,eylem_cagrisi
"30.03.2025","RAMAZAN BAYRAMI: SEVİNÇ VE KARDEŞLİK GÜNLERİ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik; İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; teselli","genel","ritüel; ahlaki"
"04.04.2025","GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"11.04.2025","ÜMMET OLMAK, BİRLİK OLMAKTIR","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki"
"18.04.2025","HUCURÂT SÛRESİ: ERDEMLİ BİR TOPLUMUN İNŞASI","Ahlak, Erdem ve Söz","","birey","bilgilendirme; teşvik","genel","ahlaki"
"25.04.2025","ALIN TERİ MUKADDESTİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"02.05.2025","NEFSİ VE NESLİ İFSAT EDEN BÜYÜK GÜNAH: ZİNA","Aile, Çocuk ve Nesil","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","uyarı; kınama","gençler","ahlaki"
"09.05.2025","VAKIF: YARATAN'A HÜRMET, YARATILANA MERHAMET","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"16.05.2025","AİLE: GÜVEN, SADAKAT VE MERHAMET YUVASI","Aile, Çocuk ve Nesil","","aile","teşvik; uyarı","aileler","ahlaki"
"23.05.2025","SADAKAT VE TESLİMİYETİN NİŞANESİ: KURBAN","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"30.05.2025","YÂSÎN SÛRESİ: KUR'AN'IN KALBİ","İman, Tevhid ve Ahiret","Kur'an-ı Kerim","birey","bilgilendirme; teşvik","genel","ahlaki; ritüel"
"06.06.2025","KURBAN BAYRAMI: ALLAH'IN KULLARINA İHSAN VE İKRAMI","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"13.06.2025","DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR","Aile, Çocuk ve Nesil","","aile","uyarı; teşvik","aileler","ahlaki"
"20.06.2025","HER YAZ YENİ BİR HEYECAN: CAMİ, ÇOCUK VE KUR'AN","Aile, Çocuk ve Nesil","Kur'an-ı Kerim; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","teşvik; uyarı","aileler","katılım"
"27.06.2025","KAMU HAKKI DOKUNULMAZDIR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","uyarı; bilgilendirme","genel","ahlaki"
"04.07.2025","GEÇMİŞE İBRETLE GELECEĞE FERASETLE BAKALIM","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","bilgilendirme; teşvik","ümmet","ritüel; ahlaki"
"11.07.2025","SAHİH DİNİ BİLGİNİN ÖNEMİ","Vatan, Millet ve Tarih","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","cemaat-toplum","teşvik; uyarı","millet","ahlaki"
"18.07.2025","SUYUMUZU İSRAF ETMEYELİM","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","uyarı; bilgilendirme","genel","ahlaki"
"25.07.2025","GAZZE: İNSANLIĞIN ONUR SINAVI","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; maddi"
"01.08.2025","HAYÂ: ALLAH'IN EMRİ, FITRATIN GEREĞİ","Ahlak, Erdem ve Söz","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","uyarı; teşvik","genel","ahlaki"
"08.08.2025","SILA-İ RAHİMLE BEREKETLENEN TATİL","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","ahlaki"
"15.08.2025","KUL HAKKI ATEŞTEN GÖMLEKTİR","Ahlak, Erdem ve Söz","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","uyarı; bilgilendirme","genel","ahlaki"
"22.08.2025","İBADET; RUHA SEKİNET, TOPLUMA HUZUR VERİR","İbadet ve Kulluk","Vatan, Millet ve Tarih","birey","teşvik; bilgilendirme","genel","ritüel"
"29.08.2025","ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S)","Peygamberimiz ve Ashab","Aile, Çocuk ve Nesil; Vatan, Millet ve Tarih","birey","teşvik; bilgilendirme","genel","ahlaki"
"05.09.2025","İLİM HAKKI BİLMEKTİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","cemaat-toplum","teşvik; uyarı","genel","katılım; ahlaki"
"12.09.2025","PEYGAMBERİMİZ VE AİLE AHLAKI","Aile, Çocuk ve Nesil","Peygamberimiz ve Ashab","aile","teşvik; uyarı","aileler","ahlaki"
"19.09.2025","PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"26.09.2025","PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ","İbadet ve Kulluk","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel; katılım"
"03.10.2025","HENDEK'TEN GAZZE'YE: ZAFER İNANANLARINDIR","İslam Coğrafyası ve Küresel Meseleler","Peygamberimiz ve Ashab","cemaat-toplum","kınama; teşvik","ümmet","ahlaki; ritüel"
"10.10.2025","CENÂB-I HAKK'IN NAZARGÂHI: KALP","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","bilgilendirme; teşvik","genel","ahlaki; ritüel"
"17.10.2025","MÜSLÜMANIN HAYATINA YÖN VEREN REHBER: SÜNNET-İ SENİYYE","Peygamberimiz ve Ashab","","birey","teşvik; bilgilendirme","genel","ahlaki"
"24.10.2025","BİRLİKTE BEREKET, KARDEŞLİKTE RAHMET VARDIR","Vatan, Millet ve Tarih","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"31.10.2025","AİLEDE HUZURUN KAYNAĞI: MERHAMET VE MUHABBET","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; uyarı","aileler","ahlaki"
"07.11.2025","VEFA İMANDANDIR","Ahlak, Erdem ve Söz","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"14.11.2025","VATAN VE MİLLET RUHUMUZ","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; teselli","millet","ahlaki"
"21.11.2025","ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","uyarı; teşvik","aileler","ahlaki"
"28.11.2025","FEDAKÂRLIĞIN ZİRVESİ: ÎSÂR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"05.12.2025","İNSAN, HUZURU İBADETLE ELDE EDER","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"12.12.2025","İNSAN: KÂİNATIN GÖZBEBEĞİ","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"19.12.2025","HER ANIMIZI EBEDİ KAZANCA DÖNÜŞTÜREBİLİRİZ","Sabır, Tevekkül ve Manevi Olgunluk","Kandiller, Muharrem ve Mübarek Geceler","aile","teşvik; uyarı","gençler","ahlaki"
"26.12.2025","KİMLİĞİMİZ GELECEĞİMİZDİR","Vatan, Millet ve Tarih","Sabır, Tevekkül ve Manevi Olgunluk; İman, Tevhid ve Ahiret","cemaat-toplum","uyarı; bilgilendirme","genel","ahlaki"
"06.06.2025","MÜSLÜMANIN BİR DURUŞU VARDIR","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
