tarih,baslik,ana_kategori,ikincil_kategoriler,cerceve,ton,muhatap,eylem_cagrisi
"15.03.2024","ORUÇ, BEDENİMİZE SIHHAT, GÖNLÜMÜZE SEKİNET VERİR","Ramazan, Oruç ve Bayramlar","Vatan, Millet ve Tarih; İslam Coğrafyası ve Küresel Meseleler","birey","bilgilendirme; teşvik","genel","ritüel; maddi"
"22.03.2024","RAMAZAN VE AHİRET BİLİNCİ","İman, Tevhid ve Ahiret","","birey","bilgilendirme; uyarı","genel","ahlaki"
"29.03.2024","KARDEŞLİĞİMİZ ZEKÂTLA BEREKETLENSİN","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","maddi"
"05.04.2024","KADİR GECESİ: KUR'AN'LA AYDINLANAN GECE","Ramazan, Oruç ve Bayramlar","Kur'an-ı Kerim","birey","teşvik; bilgilendirme","genel","ritüel; ahlaki"
"10.04.2024","RAMAZAN BAYRAMI: BİRLİK, BERABERLİK VE KARDEŞLİK GÜNLERİ","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik; İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; teselli","genel","ritüel; ahlaki"
"12.04.2024","GÖZÜMÜZÜN NURU: NAMAZ","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"19.04.2024","HAYATIN HER ALANINDA ÖFKEMİZE HÂKİM OLALIM","Ahlak, Erdem ve Söz","","birey","uyarı; teşvik","genel","ahlaki"
"26.04.2024","HER İŞİN BİR AHLAKI VARDIR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","teşvik; bilgilendirme","esnaf-işveren","ahlaki"
"03.05.2024","DUA: RABBİMİZE SIĞINMANIN SÖZLÜ İFADESİ","İbadet ve Kulluk","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ritüel"
"10.05.2024","MEDENİYETİMİZ, VAKIF MEDENİYETİDİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"17.05.2024","AİLEMİZ: HUZUR VE GÜVEN KAYNAĞIMIZ","Aile, Çocuk ve Nesil","","aile","teşvik; uyarı","aileler","ahlaki"
"24.05.2024","İSLAM MEFKÛRESİNİ DİRİ TUTALIM","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"31.05.2024","HARAM: ALLAH İLE KUL ARASINDAKİ EN BÜYÜK ENGEL","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","uyarı; bilgilendirme","genel","ahlaki"
"07.06.2024","KURBAN: RABBİMİZE VE KARDEŞLERİMİZE YAKINLAŞMANIN VESİLESİ","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"14.06.2024","İNSANI İHYA, TOPLUMU İNŞA EDEN İBADET: HAC","İbadet ve Kulluk","Ramazan, Oruç ve Bayramlar","birey","teşvik; bilgilendirme","genel","ritüel"
"16.06.2024","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","İslam Coğrafyası ve Küresel Meseleler","cemaat-toplum","teşvik; teselli","genel","ritüel; ahlaki"
"21.06.2024","YAZA KUR'AN'LA MERHABA","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Kur'an-ı Kerim; Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","katılım"
"28.06.2024","İSLAM, İNANDIĞIMIZ GİBİ YAŞAMAYI BİZE EMREDER","Ahlak, Erdem ve Söz","Aile, Çocuk ve Nesil","birey","teşvik; bilgilendirme","genel","ahlaki"
"05.07.2024","ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","bilgilendirme; teşvik","genel","ahlaki"
"12.07.2024","15 TEMMUZ: MİLLETİMİZİN DESTANSI ZAFERİ","Vatan, Millet ve Tarih","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","teşvik; uyarı","millet","ahlaki; ritüel"
"19.07.2024","MÜSLÜMAN TAKVA SAHİBİDİR","Ahlak, Erdem ve Söz","","birey","bilgilendirme; teşvik","genel","ahlaki"
"26.07.2024","CENNET VESİLEMİZ, AİLE BÜYÜKLERİMİZ","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; uyarı","aileler","ahlaki"
"02.08.2024","TEBBET SÛRESİNDEN MESAJLAR","İslam Coğrafyası ve Küresel Meseleler","Kur'an-ı Kerim","cemaat-toplum","kınama; teselli","ümmet","ahlaki; ritüel"
"09.08.2024","VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDEKİ BÜYÜK ENGEL","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","cemaat-toplum","uyarı; teşvik","ümmet","ahlaki"
"16.08.2024","ÇEVREMİZ BİZE EMANETTİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","birey","bilgilendirme; uyarı","genel","ahlaki"
"23.08.2024","ÂDÂB-I MUÂŞERETTE DE REHBERİMİZ ALLAH RESÛLÜ (S.A.S)'DİR","Peygamberimiz ve Ashab","Ahlak, Erdem ve Söz","birey","bilgilendirme; teşvik","genel","ahlaki"
"30.08.2024","BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"06.09.2024","İLİM VE EĞİTİM, AHLAKLA YÜCELİR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","","cemaat-toplum","teşvik; bilgilendirme","genel","katılım; ahlaki"
"13.09.2024","MEVLİD-İ NEBİ","Peygamberimiz ve Ashab","Kandiller, Muharrem ve Mübarek Geceler","cemaat-toplum","teşvik; kınama","ümmet","ahlaki; katılım"
"20.09.2024","PEYGAMBERİMİZ (S.A.S) VE ŞAHSİYET İNŞASI","Ahlak, Erdem ve Söz","İman, Tevhid ve Ahiret","birey","bilgilendirme; teşvik","genel","ahlaki"
"27.09.2024","ŞAHSİYETİMİZİ İMAR EDEN KUTLU MEKÂN: CAMİ","İbadet ve Kulluk","","cemaat-toplum","bilgilendirme; teşvik","genel","katılım; ritüel"
"04.10.2024","ZULÜM ASLA PAYİDAR OLMAZ","İslam Coğrafyası ve Küresel Meseleler","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","kınama; teşvik","ümmet","ahlaki"
"11.10.2024","KÖTÜLÜĞE İYİLİKLE ENGEL OLALIM","Ahlak, Erdem ve Söz","","birey","teşvik; uyarı","genel","ahlaki"
"18.10.2024","ALLAH'I, ÖLÜMÜ VE AHİRETİ UNUTMADAN BİR ÖMÜR SÜRELİM","İman, Tevhid ve Ahiret","","birey","uyarı; bilgilendirme","genel","ahlaki"
"25.10.2024","VATAN MÜDAFAASI MUKADDESTİR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; kınama","millet","ahlaki"
"01.11.2024","HER CANIN DOKUNULMAZLIĞI VARDIR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","İslam Coğrafyası ve Küresel Meseleler; Peygamberimiz ve Ashab","cemaat-toplum","uyarı; kınama","genel","ahlaki"
"08.11.2024","MERHAMET EDEN MERHAMET BULUR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","cemaat-toplum","teşvik; uyarı","genel","ahlaki"
"15.11.2024","ÂDÂB VE ERKÂNIYLA CUMA NAMAZI","İbadet ve Kulluk","","birey","teşvik; bilgilendirme","genel","ritüel"
"22.11.2024","İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; uyarı","genel","ahlaki"
"29.11.2024","MADDİ VE MANEVİ TÜKENİŞ: KUMAR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","uyarı; bilgilendirme","gençler","ahlaki"
"06.12.2024","MİRAS: SINIRLARINI ALLAH'IN BELİRLEDİĞİ HAK","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","aile","bilgilendirme; uyarı","aileler","ahlaki"
"13.12.2024","HER ZORLUKTAN SONRA KOLAYLIK VARDIR","Peygamberimiz ve Ashab","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"20.12.2024","MİLLİ VE MANEVİ DEĞERLERİMİZİ MUHAFAZA EDELİM","İman, Tevhid ve Ahiret","Vatan, Millet ve Tarih","birey","uyarı; bilgilendirme","genel","ahlaki"
"27.12.2024","HATA YAPANLARIN EN HAYIRLISI, HATASINA TÖVBE EDENDİR","Sabır, Tevekkül ve Manevi Olgunluk","Kandiller, Muharrem ve Mübarek Geceler; İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
