tarih,baslik,ana_kategori,ikincil_kategoriler,cerceve,ton,muhatap,eylem_cagrisi
"06.04.2018","İYİLİK: PAYLAŞILDIKÇA ARTAN DEĞER","Ahlak, Erdem ve Söz","","birey","teşvik; bilgilendirme","genel","ahlaki"
"13.04.2018","MİRAÇ KANDİLİ: KULUN ALLAH'A YAKIN OLMA ÇABASI","Kandiller, Muharrem ve Mübarek Geceler","","birey","teşvik; bilgilendirme","genel","ritüel"
"20.04.2018","YARINLARIMIZIN ÜMİDİ ÇOCUKLARIMIZ","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"27.04.2018","AF, ARINMA VE KURTULUŞ VESİLESİ: BERAT GECESİ","Kandiller, Muharrem ve Mübarek Geceler","İman, Tevhid ve Ahiret","birey","teşvik; teselli","genel","ritüel"
"04.05.2018","KESİNTİSİZ HAYIR ÇEŞMESİ: VAKIFLAR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"11.05.2018","ADALET VE İHSAN YUVASI: AİLE","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"18.05.2018","DİNMEYEN YARAMIZ: KUDÜS","İslam Coğrafyası ve Küresel Meseleler","","cemaat-toplum","teselli; kınama","ümmet","ahlaki"
"25.05.2018","ORUÇ VE KUR'ÂN AYI RAMAZAN","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ahlaki; maddi"
"01.06.2018","MEŞRU OLMAYAN KAZANÇ: FAİZ","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","birey","uyarı; bilgilendirme","genel","maddi"
"08.06.2018","AFİYET OLSUN, İSRAF OLMASIN","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Sabır, Tevekkül ve Manevi Olgunluk","birey","uyarı; teşvik","genel","ahlaki"
"15.06.2018","RAMAZAN BAYRAMI","Ramazan, Oruç ve Bayramlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik","cemaat-toplum","teşvik; teselli","ümmet","ritüel; ahlaki"
"22.06.2018","YAZ KUR'AN KURSLARI VE ÖNEMİ","Kur'an-ı Kerim","Aile, Çocuk ve Nesil","aile","teşvik; bilgilendirme","aileler","katılım"
"29.06.2018","EVLADIN ANNE-BABA ÜZERİNDEKİ HAKLARINDAN BİRİ: GÜZEL İSİM","Aile, Çocuk ve Nesil","","aile","teşvik; bilgilendirme","aileler","ahlaki"
"06.07.2018","ALLAH'IN RIZASINA ULAŞTIRAN SALİH AMELLER","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"13.07.2018","MİLLETÇE YENİDEN DOĞUŞ: 15 TEMMUZ","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; kınama","millet","ahlaki"
"20.07.2018","DÜĞÜN ÂDÂBI","Aile, Çocuk ve Nesil","","aile","uyarı; teşvik","aileler","ahlaki"
"27.07.2018","İMAN-AMEL İLİŞKİSİ","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ahlaki"
"03.08.2018","CAMİ VE CEMAAT ADABI","İbadet ve Kulluk","","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"10.08.2018","KURBAN, ALLAH'A YAKINLAŞMA VESİLESİDİR","Ramazan, Oruç ve Bayramlar","","birey","teşvik; bilgilendirme","genel","ritüel; maddi"
"17.08.2018","SADAKA-İ CÂRİYE","Ekonomik Hayat: Kazanç, Zekat ve İsraf","","cemaat-toplum","teşvik; bilgilendirme","genel","maddi"
"21.08.2018","KURBAN BAYRAMI","Ramazan, Oruç ve Bayramlar","","cemaat-toplum","teşvik; teselli","ümmet","ritüel; ahlaki"
"24.08.2018","GAYRET MÜMİNLERDEN, ZAFER ALLAH'TANDIR","Vatan, Millet ve Tarih","","cemaat-toplum","teşvik; bilgilendirme","millet","ahlaki"
"31.08.2018","ÇALIŞMAK, HAYATIMIZA BEREKET GETİRİR","Ekonomik Hayat: Kazanç, Zekat ve İsraf","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"07.09.2018","HİCRET","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","genel","ahlaki"
"14.09.2018","MUHARREM AYI VE ÂŞÛRÂ GÜNÜ","Kandiller, Muharrem ve Mübarek Geceler","","cemaat-toplum","teselli; teşvik","ümmet","ritüel"
"21.09.2018","ALLAH'IN GÜZEL İSİMLERİNDEN MÜMİNLERE MESAJLAR","İman, Tevhid ve Ahiret","Ahlak, Erdem ve Söz","birey","teşvik; bilgilendirme","genel","ritüel"
"28.09.2018","CAMİLER VE DİN HİZMETİNE ADANMIŞ ÖMÜRLER","İbadet ve Kulluk","Kur'an-ı Kerim","cemaat-toplum","teşvik; bilgilendirme","genel","ritüel"
"05.10.2018","CENAZE ÂDÂBI: AHİRET YOLCUSUNA","İman, Tevhid ve Ahiret","Toplumsal Dayanışma, Merhamet ve Kardeşlik","birey","bilgilendirme; teselli","genel","ritüel"
"12.10.2018","CENÂB-I HAK, HER HAK SAHİBİNE HAKKINI VERMİŞTİR","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Aile, Çocuk ve Nesil","cemaat-toplum","bilgilendirme; teşvik","genel","ahlaki"
"19.10.2018","MADDİ VE MANEVİ ARINMA: TEMİZLİK","İbadet ve Kulluk","Ahlak, Erdem ve Söz; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","birey","teşvik; bilgilendirme","genel","ahlaki"
"26.10.2018","AİLEDE ŞEFKAT VE NEZAKET DİLİ","Aile, Çocuk ve Nesil","Toplumsal Dayanışma, Merhamet ve Kardeşlik","aile","teşvik; bilgilendirme","aileler","ahlaki"
"02.11.2018","TEMİZ GIDA TEMİZ NESİL","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","Aile, Çocuk ve Nesil","cemaat-toplum","uyarı; bilgilendirme","aileler","ahlaki"
"09.11.2018","SAĞLIK: DÜNYALARA DEĞER NİMET","Afet, Kriz ve Sağlık","Sabır, Tevekkül ve Manevi Olgunluk","birey","teşvik; bilgilendirme","genel","ahlaki"
"16.11.2018","MEVLİD-İ NEBİ","Kandiller, Muharrem ve Mübarek Geceler","Peygamberimiz ve Ashab","birey","teşvik; bilgilendirme","gençler","ahlaki"
"23.11.2018","EN BÜYÜK ZENGİNLİĞİMİZ GENÇLERİMİZ","Aile, Çocuk ve Nesil","Afet, Kriz ve Sağlık; Eğitim, Teknoloji, Çevre ve Toplumsal Değişim","aile","uyarı; teşvik","gençler","ahlaki"
"30.11.2018","NEFİS: İYİ VE KÖTÜNÜN MÜCADELE ALANI","Sabır, Tevekkül ve Manevi Olgunluk","","birey","teşvik; uyarı","genel","ahlaki"
"07.12.2018","SELÂM: İSLÂM'IN GÜVEN VE BARIŞ ÇAĞRISI","Toplumsal Dayanışma, Merhamet ve Kardeşlik","Peygamberimiz ve Ashab","cemaat-toplum","teşvik; bilgilendirme","genel","ahlaki"
"14.12.2018","RAHMET VE MAĞFİRET KAPISI: TEVBE","İman, Tevhid ve Ahiret","Peygamberimiz ve Ashab","birey","teşvik; teselli","genel","ahlaki"
"21.12.2018","VARLIĞIN İLAHİ MAYASI MERHAMET","Toplumsal Dayanışma, Merhamet ve Kardeşlik","","birey","teşvik; bilgilendirme","genel","ahlaki"
"28.12.2018","BİR ÖMÜR SORUMLULUK BİLİNCİYLE YAŞAMAK","Sabır, Tevekkül ve Manevi Olgunluk","İman, Tevhid ve Ahiret","birey","uyarı; teşvik","genel","ahlaki"
"15.06.2018","KULLUK BİLİNCİYLE BİR ÖMÜR GEÇİRMEK","Ramazan, Oruç ve Bayramlar","","birey","teşvik","genel","ahlaki; ritüel"
